"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","1","","","","MewingPad.Tests.UnitTests.BusinessLogic.Services.TagServiceUnitTest","MewingPad.Tests.UnitTests.BusinessLogic.Services.TagServiceUnitTest.DeleteTagFromAudiotrack_EntityWithIdNotFound_Error(returnedTag: Tag { AuthorId = 00000000-0000-0000-0000-000000000000, Id = 00000000-0000-0000-0000-000000000000, Name = null }, returnedAudiotrack: null, expectedExceptionType: typeof(MewingPad.Common.Exceptions.AudiotrackNotFoundException))","MewingPad.Tests.UnitTests.BusinessLogic.Services.TagServiceUnitTest.DeleteTagFromAudiotrack_EntityWithIdNotFound_Error(Tag returnedTag, Audiotrack returnedAudiotrack, Type expectedExceptionType)",""
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","7","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestUserRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestUserRepository.GetAllUsers_ReturnsFound(returnedUserDbos: [UserDbModel { Email = ""email"", Id = 00000000-0000-0000-0000-000000000001, PasswordHashed = ""password"", Playlists = [...], Role = User, ... }], expectedUsers: [User { Email = ""email"", Id = 00000000-0000-0000-0000-000000000001, PasswordHashed = ""password"", Role = User, Username = ""username"" }])","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestUserRepository.GetAllUsers_ReturnsFound(List<UserDbModel> returnedUserDbos, List<User> expectedUsers)",""
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","15","","","","MewingPad.Tests.UnitTests.BusinessLogic.Utils.TestAudioManager","MewingPad.Tests.UnitTests.BusinessLogic.Utils.TestAudioManager.UpdateFileFromStreamAsync_UploadSuccessful_ReturnsTrue","MewingPad.Tests.UnitTests.BusinessLogic.Utils.TestAudioManager.UpdateFileFromStreamAsync_UploadSuccessful_ReturnsTrue",""
"passed","Fri Oct 18 22:15:55 GMT 2024","Fri Oct 18 22:15:55 GMT 2024","17","","","","MewingPad.Tests.IntegrationTests.DataAccess.TestAudiotrackRepository","MewingPad.Tests.IntegrationTests.DataAccess.TestAudiotrackRepository.AddAudiotrack_AddAudiotrackWithSameId_Error","MewingPad.Tests.IntegrationTests.DataAccess.TestAudiotrackRepository.AddAudiotrack_AddAudiotrackWithSameId_Error",""
"passed","Fri Oct 18 22:15:55 GMT 2024","Fri Oct 18 22:15:55 GMT 2024","12","","","","MewingPad.Tests.IntegrationTests.DataAccess.TestCommentaryRepository","MewingPad.Tests.IntegrationTests.DataAccess.TestCommentaryRepository.AddCommentary_AddCommentaryWithSameId_Error","MewingPad.Tests.IntegrationTests.DataAccess.TestCommentaryRepository.AddCommentary_AddCommentaryWithSameId_Error",""
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","4","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestTagRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestTagRepository.GetAllTags_ReturnsFound(tagDbos: [TagDbModel { Audiotracks = [...], Author = null, AuthorId = 00000000-0000-0000-0000-000000000001, Id = 00000000-0000-0000-0000-000000000001, Name = ""name"", ... }], expectedTags: [Tag { AuthorId = 00000000-0000-0000-0000-000000000001, Id = 00000000-0000-0000-0000-000000000001, Name = ""name"" }])","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestTagRepository.GetAllTags_ReturnsFound(List<TagDbModel> tagDbos, List<Tag> expectedTags)",""
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","8","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestTagAudiotrackRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestTagAudiotrackRepository.RemoveTagFromAudiotrack_AudiotrackAndTagExist_Ok","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestTagAudiotrackRepository.RemoveTagFromAudiotrack_AudiotrackAndTagExist_Ok",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","3","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestAudiotrackRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestAudiotrackRepository.UpdateAudiotrack_UpdateNonexistent_Error","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestAudiotrackRepository.UpdateAudiotrack_UpdateNonexistent_Error",""
"passed","Fri Oct 18 22:15:58 GMT 2024","Fri Oct 18 22:15:58 GMT 2024","11","","","","MewingPad.Tests.IntegrationTests.BusinessLogic.PlaylistServiceIntegrationTest","MewingPad.Tests.IntegrationTests.BusinessLogic.PlaylistServiceIntegrationTest.GetUserFavouritesPlaylist_UserAndPlaylistExist_ReturnsPlaylist","MewingPad.Tests.IntegrationTests.BusinessLogic.PlaylistServiceIntegrationTest.GetUserFavouritesPlaylist_UserAndPlaylistExist_ReturnsPlaylist",""
"passed","Fri Oct 18 22:15:59 GMT 2024","Fri Oct 18 22:15:59 GMT 2024","14","","","","MewingPad.Tests.IntegrationTests.BusinessLogic.TagServiceIntegrationTest","MewingPad.Tests.IntegrationTests.BusinessLogic.TagServiceIntegrationTest.DeleteTagFromAudiotrack_TagAndAudiotrackExist_Ok","MewingPad.Tests.IntegrationTests.BusinessLogic.TagServiceIntegrationTest.DeleteTagFromAudiotrack_TagAndAudiotrackExist_Ok",""
"passed","Fri Oct 18 22:15:56 GMT 2024","Fri Oct 18 22:15:56 GMT 2024","11","","","","MewingPad.Tests.IntegrationTests.DataAccess.TestUserRepository","MewingPad.Tests.IntegrationTests.DataAccess.TestUserRepository.GetAdmins_NoAdminsExist_ReturnsEmpty","MewingPad.Tests.IntegrationTests.DataAccess.TestUserRepository.GetAdmins_NoAdminsExist_ReturnsEmpty",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","10","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestReportRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestReportRepository.AddReport_AddReportWithSameId_Error","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestReportRepository.AddReport_AddReportWithSameId_Error",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","0","","","","MewingPad.Tests.UnitTests.DataAccess.Converters.TestScoreConverter","MewingPad.Tests.UnitTests.DataAccess.Converters.TestScoreConverter.TestCoreToDbModelNull_Ok","MewingPad.Tests.UnitTests.DataAccess.Converters.TestScoreConverter.TestCoreToDbModelNull_Ok",""
"passed","Fri Oct 18 22:15:59 GMT 2024","Fri Oct 18 22:15:59 GMT 2024","9","","","","MewingPad.Tests.IntegrationTests.BusinessLogic.PlaylistServiceIntegrationTest","MewingPad.Tests.IntegrationTests.BusinessLogic.PlaylistServiceIntegrationTest.AddAudiotrackToPlaylist_NoAudiotrack_Error","MewingPad.Tests.IntegrationTests.BusinessLogic.PlaylistServiceIntegrationTest.AddAudiotrackToPlaylist_NoAudiotrack_Error",""
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","118","","","","MewingPad.Tests.UnitTests.BusinessLogic.Utils.TestAudioManager","MewingPad.Tests.UnitTests.BusinessLogic.Utils.TestAudioManager.GetFileStreamAsync_StreamRetrieved_ReturnsStream","MewingPad.Tests.UnitTests.BusinessLogic.Utils.TestAudioManager.GetFileStreamAsync_StreamRetrieved_ReturnsStream",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","3","","","","MewingPad.Tests.UnitTests.BusinessLogic.Services.PlaylistServiceUnitTest","MewingPad.Tests.UnitTests.BusinessLogic.Services.PlaylistServiceUnitTest.DeletePlaylist_PlaylistExists_Ok","MewingPad.Tests.UnitTests.BusinessLogic.Services.PlaylistServiceUnitTest.DeletePlaylist_PlaylistExists_Ok",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","30","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository.AddPlaylist_AddUnique_Ok","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository.AddPlaylist_AddUnique_Ok",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","20","","","","MewingPad.Tests.UnitTests.BusinessLogic.Services.PlaylistServiceUnitTest","MewingPad.Tests.UnitTests.BusinessLogic.Services.PlaylistServiceUnitTest.GetUserPlaylistsContainingAudiotrack_ReturnsFound(expectedPlaylists: [])","MewingPad.Tests.UnitTests.BusinessLogic.Services.PlaylistServiceUnitTest.GetUserPlaylistsContainingAudiotrack_ReturnsFound(List<Playlist> expectedPlaylists)",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","6","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository.GetPlaylistById_ReturnsFound(returnedPlaylistDbo: PlaylistDbModel { Audiotracks = [], Id = 00000000-0000-0000-0000-000000000001, PlaylistsAudiotracks = [], Title = ""Title"", User = null, ... }, expectedPlaylist: Playlist { Id = 00000000-0000-0000-0000-000000000001, Title = ""Title"", UserId = 00000000-0000-0000-0000-000000000001 })","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository.GetPlaylistById_ReturnsFound(PlaylistDbModel returnedPlaylistDbo, Playlist expectedPlaylist)",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","1","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestCommentaryRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestCommentaryRepository.GetCommentaryById_ReturnsFound(returnedCommentaryDbo: CommentaryDbModel { Audiotrack = null, AudiotrackId = 00000000-0000-0000-0000-000000000001, Author = null, AuthorId = 00000000-0000-0000-0000-000000000001, Id = 00000000-0000-0000-0000-000000000001, ... }, expectedCommentary: Commentary { AudiotrackId = 00000000-0000-0000-0000-000000000001, AuthorId = 00000000-0000-0000-0000-000000000001, Id = 00000000-0000-0000-0000-000000000001, Text = ""text"" })","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestCommentaryRepository.GetCommentaryById_ReturnsFound(CommentaryDbModel returnedCommentaryDbo, Commentary expectedCommentary)",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","43","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository.GetAllPlaylists_ReturnsFound(playlistDbos: [], expectedPlaylists: [])","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestPlaylistRepository.GetAllPlaylists_ReturnsFound(List<PlaylistDbModel> playlistDbos, List<Playlist> expectedPlaylists)",""
"passed","Fri Oct 18 22:15:56 GMT 2024","Fri Oct 18 22:15:56 GMT 2024","9","","","","MewingPad.Tests.IntegrationTests.DataAccess.TestTagRepository","MewingPad.Tests.IntegrationTests.DataAccess.TestTagRepository.AddTag_AddSingle_Ok","MewingPad.Tests.IntegrationTests.DataAccess.TestTagRepository.AddTag_AddSingle_Ok",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","666","","","","MewingPad.Tests.UnitTests.BusinessLogic.Services.OAuthServiceUnitTest","MewingPad.Tests.UnitTests.BusinessLogic.Services.OAuthServiceUnitTest.SignInUser_WrongCredentials_Error","MewingPad.Tests.UnitTests.BusinessLogic.Services.OAuthServiceUnitTest.SignInUser_WrongCredentials_Error",""
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","1","","","","MewingPad.Tests.UnitTests.DataAccess.Converters.TestTagConverter","MewingPad.Tests.UnitTests.DataAccess.Converters.TestTagConverter.TestCoreToDbModelNull_Ok","MewingPad.Tests.UnitTests.DataAccess.Converters.TestTagConverter.TestCoreToDbModelNull_Ok",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","2","","","","MewingPad.Tests.UnitTests.BusinessLogic.Services.ScoreServiceUnitTest","MewingPad.Tests.UnitTests.BusinessLogic.Services.ScoreServiceUnitTest.UpdateScore_UpdateNonexistent_Error","MewingPad.Tests.UnitTests.BusinessLogic.Services.ScoreServiceUnitTest.UpdateScore_UpdateNonexistent_Error",""
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","7","","","","MewingPad.Tests.UnitTests.BusinessLogic.Services.ReportServiceUnitTest","MewingPad.Tests.UnitTests.BusinessLogic.Services.ReportServiceUnitTest.UpdateReportStatus_ReportExists_Ok","MewingPad.Tests.UnitTests.BusinessLogic.Services.ReportServiceUnitTest.UpdateReportStatus_ReportExists_Ok",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","2","","","","MewingPad.Tests.UnitTests.BusinessLogic.Services.ScoreServiceUnitTest","MewingPad.Tests.UnitTests.BusinessLogic.Services.ScoreServiceUnitTest.CreateScore_CreateUnique_Ok","MewingPad.Tests.UnitTests.BusinessLogic.Services.ScoreServiceUnitTest.CreateScore_CreateUnique_Ok",""
"passed","Fri Oct 18 22:15:24 GMT 2024","Fri Oct 18 22:15:24 GMT 2024","1","","","","MewingPad.Tests.UnitTests.DataAccess.Converters.TestScoreConverter","MewingPad.Tests.UnitTests.DataAccess.Converters.TestScoreConverter.TestDbToDbModel_Ok","MewingPad.Tests.UnitTests.DataAccess.Converters.TestScoreConverter.TestDbToDbModel_Ok",""
"passed","Fri Oct 18 22:15:23 GMT 2024","Fri Oct 18 22:15:23 GMT 2024","1","","","","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestUserRepository","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestUserRepository.GetUserById_ReturnsFound(returnedUserDbo: UserDbModel { Email = ""email"", Id = 00000000-0000-0000-0000-000000000001, PasswordHashed = ""password"", Playlists = [], Role = User, ... }, expectedUser: User { Email = ""email"", Id = 00000000-0000-0000-0000-000000000001, PasswordHashed = ""password"", Role = User, Username = ""username"" })","MewingPad.Tests.UnitTests.DataAccess.Repositories.TestUserRepository.GetUserById_ReturnsFound(UserDbModel returnedUserDbo, User expectedUser)",""
